,videoId,title,description,publishedAt,commentCount,dislikeCount,favoriteCount,likeCount,viewCount
196,x_lN8nNH2us,『黒づくめが甘い、黒子な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2020-02-23T09:00:11Z,730,40,0,2243,137911
197,7D8twwbNVac,『黒目を見て、スランプかどうか判断する奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2020-02-22T09:00:01Z,318,27,0,1434,77490
198,fI54gZREc0k,『椅子を引く音と屁の音が似てる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2020-02-20T09:00:11Z,630,34,0,1973,102864
199,ApVKXh7JhxI,『三つ星レストランに来る四つ星おっさんな奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2020-02-18T09:00:02Z,806,93,0,2789,227277
200,gk7XsA9ZWPU,『ギリギリ恨まれない強さのビンタする奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2020-02-17T09:00:08Z,594,49,0,2412,144357
201,m0rY88_hPj0,『高校の入学式で奇抜な出し物しようとする奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2020-02-16T09:00:09Z,643,46,0,2844,167946
202,HaAg4xwdaOM,『明るいけど、ほんまは暗い奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2020-02-12T09:00:07Z,3384,443,0,25596,1557563
203,aUQF4hTjT2k,『排便を運動と思ってる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2020-02-11T09:00:01Z,809,77,0,5251,302955
204,WM4WA_sQTok,『なかよしっぱなのキャラ崩れる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャル福徳の絵本『なかよしっぱな』の...,2020-02-07T09:00:07Z,433,32,0,2065,75597
205,KF0EIkS7Alo,『柱しか見えない超能力者な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2020-02-06T09:00:04Z,549,42,0,2204,153778
206,QK8cMini-j8,『日本語下手すぎる台湾歌手と大御所ラジオＤＪな奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2020-02-05T09:00:08Z,639,38,0,1589,91808
207,q57qw6tHk7Y,『お小遣い上がらん奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2020-02-03T09:01:51Z,1372,108,0,5664,405296
208,wjwBrufQy2k,コメント読む奴〜12月編〜,このチャンネルはジャルジャルの公式チャンネルです！ コメントを読む奴は今後、毎月発表して行きます！ 更新は撮影の関係で固定の曜日ではあ...,2020-01-29T09:00:18Z,571,23,0,1741,77845
209,sFbTLPDrMXI,『カラオケで校歌を歌う奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2020-01-29T09:00:09Z,786,43,0,3234,156155
210,uvLK2XewNcA,『めっちゃ簡単な手続きで若返る奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2020-01-28T09:00:11Z,564,51,0,2632,173139
211,fkh0QcJtBrw,『初心思い出す奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2020-01-26T09:00:09Z,726,54,0,3201,174493
212,yn1I2iJmRYQ,『帯広の景色を想像させる歌手に反発する奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2020-01-25T09:00:12Z,742,32,0,1769,84520
213,MiaFoJnsChs,『集合させて、しょぼいこと言う奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2020-01-21T09:00:05Z,1014,98,0,4733,325878
214,94Mpe_HMSCA,『部下のミスをなかったことにしてくれる上司な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2020-01-20T09:00:02Z,885,85,0,3950,224389
215,ph9BE3oEapg,『こっそりお坊ちゃんをビンタする執事な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2020-01-19T09:00:16Z,996,204,0,8692,585647
216,XOhvSEa4sCg,『なんか変な中継する奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2020-01-18T09:00:15Z,430,29,0,1493,82269
217,ZMwXlWs2pOA,『決め台詞がめっちゃ多い探偵な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2020-01-17T09:00:10Z,620,95,0,4403,328581
218,feXpD-DpnC4,『珍しい名前の友達多い奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2020-01-16T09:00:07Z,1268,250,0,8600,828193
219,smnBTPE4WwQ,『インフルエンザワクチンを打つ南っていう奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2020-01-14T09:00:07Z,851,91,0,4851,251289
220,lvGyUNS5yes,『アホ太郎と関東出身のツッコミ下手な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2020-01-13T09:00:08Z,1378,80,0,4005,185388
221,YUToMsgx8N0,『楽屋クソ残しな奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2020-01-12T09:00:06Z,398,35,0,1780,96617
222,IARYU4QeaSA,『伝統途切れる瞬間を味わう奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2020-01-11T09:00:02Z,726,84,0,3046,209489
223,iSLO5rSmH1g,『アフリカの奥地から来た奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2020-01-10T09:00:15Z,553,41,0,1784,88775
224,BwxmRJZYk9Q,『ツッコミが１個多い奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2020-01-08T09:00:03Z,1222,243,0,4964,612163
225,n1uqOm-l7mU,『ハーモニカ教室通う関東出身のツッコミ下手な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2020-01-06T09:00:07Z,1075,72,0,3359,151558
226,M4x8CdZMBZs,『初めてタクシー乗る南っていう奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2020-01-05T09:00:04Z,970,127,0,4766,296755
227,bc-r0fcynd8,『ツッコミにカチンとくる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2020-01-04T09:00:07Z,641,79,0,2668,239878
228,4Bw6G-SGFQY,『念願の自分のバーに変な常連客ついた奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2020-01-02T09:00:01Z,985,291,0,6557,613803
229,F1ppfC4K8fk,『体操走りな奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2020-01-01T14:49:46Z,1097,42,0,4936,194815
230,Cz5mJT5mek8,『元旦に出会った涙腺コルクとチャラ男番長っていう奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2020-01-01T09:00:00Z,2545,2523,0,10093,282065
231,qmPs0N8dVvc,『大晦日に出会ったハズレの先生と南っていう奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-12-31T09:00:10Z,2714,215,0,16806,808391
232,LtF8oToLvRw,『塾の先生のくせにヤバい奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-12-30T09:00:04Z,862,93,0,4473,306284
233,Iisrmz-6nK4,『森田てんぎって奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-12-29T09:00:03Z,603,56,0,2469,181615
234,YiIetI4jzsk,『ギャグ魔神に「サブい」って言うサンタクロースな奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-12-24T09:00:06Z,1275,88,0,4645,221814
235,l7Q24JvqwxE,『 対応力ない奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-12-21T09:00:14Z,505,54,0,2473,187808
236,Ft7uhbJSZ2M,『ショートコントの終わるタイミング悪い奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-12-20T09:00:03Z,1068,94,0,5482,269542
237,gdNkCGtEk1k,『相方が作ったネタ理解できへん奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-12-18T09:00:07Z,729,56,0,2791,183496
238,ABSbcFU-k_I,『タートルネックアナウンサーとタートルネックゴルファーな奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-12-16T09:00:00Z,541,24,0,1584,85941
239,Z6WDr0GQZ_k,『屁の振動で文字書く奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-12-06T09:00:07Z,969,54,0,3309,147809
240,1iTijroi26E,『「そりゃそうや」しか言わん奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-12-05T09:00:01Z,968,56,0,2729,133470
241,kPep5t5s7w4,ジャルジャルタワー２億回再生突破！記念ライブ,音声に不備があった部分を修正致しました。 このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！...,2019-12-04T11:00:07Z,388,181,0,2894,478855
242,vc3UnM8n5AQ,『珍しい形で会社乗っ取る奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-12-04T09:00:14Z,830,336,0,7801,795380
243,TJNiKDDa_bA,ジャルジャル、スーツを新調する！#1,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-12-03T09:00:04Z,441,21,0,1029,67087
244,LD_pdXtZiBc,『オレオレ詐欺の電話かかってくる南って奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-12-03T09:00:03Z,864,129,0,5840,424283
245,otxv_aUBqME,コメント読む奴〜10月編〜,このチャンネルはジャルジャルの公式チャンネルです！ コメントを読む奴は今後、毎月発表して行きます！ 更新は撮影の関係で固定の曜日ではあ...,2019-12-03T09:00:07Z,595,15,0,1761,71951
246,Ubm5YznzSDE,『「日本人かーい！」って言う奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-12-02T09:00:06Z,1091,104,0,3743,219411
247,dJDiLBBZq74,『主役とちょい役の奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-12-01T09:00:08Z,651,49,0,2779,174698
248,uwJ333RzaDs,『一人言で銀行強盗説得する奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-11-30T09:00:13Z,1563,839,0,19810,1532945
249,A5lS2PzS6EA,『足つぼマッサージする南って奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-11-28T09:00:03Z,773,54,0,3075,180708
250,4VzTfKGNy5Y,『服屋でバーベキューした奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-11-27T09:00:00Z,835,110,0,4740,355397
251,BK_Wxh2uknA,『ボディービルダーおちょくる会社を立ち上げたい奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-11-23T09:00:01Z,975,132,0,4488,337856
252,TOk1evi1sdE,『昔、そいつにシバかれた奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-11-21T09:00:06Z,1733,600,0,17406,1810676
253,8g6jHU_ZmiI,『強豪サッカー部の新任コーチな奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-11-18T09:00:01Z,1062,276,0,8122,964346
254,JI62RveJ0f4,『笑ってる客に「セコい」って言う漫才師な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-11-17T09:00:05Z,549,48,0,2180,160406
255,DaWxvn1-gec,『街で声かけて一人芝居見せる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-11-16T09:00:06Z,628,44,0,1998,148620
256,RmFth0Uaqu0,『本名、ふざけてると思われる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-11-15T09:00:09Z,630,92,0,3823,293373
257,BuMQTtxY0RM,『スカウトされて大学と就職先をやめる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-11-13T09:00:02Z,608,100,0,4496,407147
258,rHgFJ77LPRU,『主婦ボクサーに密着する奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-11-12T09:00:10Z,713,89,0,1567,101086
259,DbLOlBRaQ2s,『ヤバい店員にヤバい客にされた奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-11-08T09:00:04Z,730,143,0,4585,312588
260,KYJzoiZcZfg,『これ見て時間無駄にする奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-11-06T09:00:03Z,1140,163,0,2372,81849
261,caVc3wn4ar8,『ボーリングでボコりたい奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-11-05T09:00:08Z,664,79,0,3137,267667
262,tCgypBnEFfQ,『減量中のボクサーとコンビ組んでる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-11-04T09:00:08Z,1044,110,0,3434,275893
263,3eFpgV-hBK4,『南っていう奴〜お父さん〜』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-11-02T09:00:00Z,966,54,0,5809,271595
264,drPQHCoWLVk,『ギャグの練習したのに本番フラない奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-11-01T09:00:12Z,561,62,0,2055,194288
265,SGWz_g7MMh4,『ギャグ魔神に「サブい」っていうバイト先の奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-10-30T09:00:03Z,1165,99,0,4841,349948
266,PAFjSe6hpKo,『教習所に通う関東出身のツッコミ下手な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-10-28T09:00:02Z,2143,568,0,8442,627699
267,UV8sD7_7Q_Q,『有名人もじった名前やのに似てない奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-10-27T09:00:03Z,489,35,0,1673,107234
268,yjoP2gAvyeY,『上司の短髪イジり過ぎてクビなる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-10-22T09:00:09Z,1093,166,0,7230,614564
269,MnIFvR5Dz80,『短髪にした女な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-10-21T09:00:08Z,1191,71,0,4514,315459
270,cHW3-Hyz5Lw,『アホ太郎っていう奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-10-16T09:00:08Z,1151,113,0,6041,364436
271,atAm-WzsNQA,『怖すぎる劇団員な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-10-13T09:00:00Z,653,82,0,3556,252773
272,beN_UP5UPxc,『「しばくぞ」が口癖な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-10-12T09:00:04Z,1152,106,0,4382,328288
273,jFkIxjMvsX0,本気ネタ！『あんまりよくない歌、作る奴』【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-10-11T09:00:05Z,1402,193,0,7920,781045
274,rz8WAqtUHbo,『かつあげされる奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-10-11T09:00:10Z,633,246,0,4111,515468
275,r24xLLbrMaM,本気ネタ！『師匠にぶりっ子する奴』【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-10-11T09:00:12Z,972,121,0,7200,444897
276,b1Yu2YzzYxo,本気ネタ！『おもしろそうなアニメの声聞こえてくる奴』【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-10-11T09:00:03Z,870,185,0,8188,594074
277,8RjYNCHZR0U,『最高ランクな先生な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-10-09T09:00:01Z,1213,199,0,10947,770571
278,YyAVuRvATko,『最低ランクな先生な奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-10-08T09:00:06Z,991,102,0,4845,391944
279,kAAmByKZXqg,『ハーモニカ教室通う南って奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-10-06T09:00:08Z,1168,74,0,6430,299149
280,3QzMNEKO_xs,『ハズレの先生に家庭訪問される奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-10-03T09:00:00Z,3928,581,0,20748,1500291
281,T2SUJ7kcwOE,『楽器忘れたんバレた奴』ジャルジャルのネタのタネ【JARUJARUTOWER】,このチャンネルはジャルジャルの公式チャンネルです！ 日々の活動をドンドンUPしていきます！！ ジャルジャルがネタ帳に書き留めたネタになる...,2019-09-28T09:00:06Z,638,74,0,5095,320939
282,--KcnBOTY6k,2億回記念！本気ネタ！『スタンガン、効かん奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が2億回を突破しました。...,2019-09-27T09:00:00Z,1306,421,0,16135,1665285
283,BBaDZfDQlHI,2億回記念！本気ネタ！『黙って相手に言わす奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が2億回を突破しました。...,2019-09-27T09:00:01Z,726,172,0,7453,792260
284,VvXYtEq4E8c,2億回記念！本気ネタ！『カバはカバと思っている奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が2億回を突破しました。...,2019-09-27T09:00:04Z,822,211,0,10270,714805
285,YxqWaKFX-IE,2億回記念！本気ネタ！『退場になってダダこねまくる奴』【JARUJARUTOWER】,ジャルジャルが毎日１本ネタを無料配信するYoutube公式チャンネル「JARU JARU TOWER」で配信している動画の合計再生回数が2億回を突破しました。...,2019-09-27T09:00:10Z,1060,457,0,13727,1330905
